"vertex1";"time";"sentiment";"content";"gender";"location";"ageRange";"vertex2";"relationship"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@nenkyati23";"mention"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@ErvinaSutikno";"mention"
"bianikah";"11/12/2025 12.44.46";"neutral";"'@indibiz_borneo B, A, C  @indibiz_borneo   @cappybaran @zahwanz99  @stainedcalcite  #Indibiz  #IndibizBorneo #IndibizKalbar";"female";"";"";"@indibiz_borneo";"mention"
"bianikah";"11/12/2025 12.44.46";"neutral";"'@indibiz_borneo B, A, C  @indibiz_borneo   @cappybaran @zahwanz99  @stainedcalcite  #Indibiz  #IndibizBorneo #IndibizKalbar";"female";"";"";"@indibiz_borneo";"mention"
"bianikah";"11/12/2025 12.44.46";"neutral";"'@indibiz_borneo B, A, C  @indibiz_borneo   @cappybaran @zahwanz99  @stainedcalcite  #Indibiz  #IndibizBorneo #IndibizKalbar";"female";"";"";"@cappybaran";"mention"
"bianikah";"11/12/2025 12.44.46";"neutral";"'@indibiz_borneo B, A, C  @indibiz_borneo   @cappybaran @zahwanz99  @stainedcalcite  #Indibiz  #IndibizBorneo #IndibizKalbar";"female";"";"";"@zahwanz99";"mention"
"bianikah";"11/12/2025 12.44.46";"neutral";"'@indibiz_borneo B, A, C  @indibiz_borneo   @cappybaran @zahwanz99  @stainedcalcite  #Indibiz  #IndibizBorneo #IndibizKalbar";"female";"";"";"@stainedcalcite";"mention"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@indibiz_borneo";"mention"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@Nengdwicahya";"mention"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@nenkyati23";"mention"
"SantyCiu";"11/12/2025 11.14.34";"neutral";"'@indibiz_borneo Jawabannya: B~A~C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  @Nengdwicahya @nenkyati23 @ErvinaSutikno";"";"";"";"@ErvinaSutikno";"mention"
"Zahramaliaaa";"11/12/2025 11.19.52";"neutral";"'@Indibiz_ID A. Pijar Sekolah   Ikutan yuk 😊 @wineediar_ @neng_berry @panenwin97  #IndibizID";"female";"";"";"@Indibiz_ID";"mention"
"Zahramaliaaa";"11/12/2025 11.19.52";"neutral";"'@Indibiz_ID A. Pijar Sekolah   Ikutan yuk 😊 @wineediar_ @neng_berry @panenwin97  #IndibizID";"female";"";"";"@wineediar_";"mention"
"Zahramaliaaa";"11/12/2025 11.19.52";"neutral";"'@Indibiz_ID A. Pijar Sekolah   Ikutan yuk 😊 @wineediar_ @neng_berry @panenwin97  #IndibizID";"female";"";"";"@neng_berry";"mention"
"Zahramaliaaa";"11/12/2025 11.19.52";"neutral";"'@Indibiz_ID A. Pijar Sekolah   Ikutan yuk 😊 @wineediar_ @neng_berry @panenwin97  #IndibizID";"female";"";"";"@panenwin97";"mention"
"dewifor99";"11/12/2025 11.14.08";"neutral";"'🔥 Akhir tahun? Jangan slow—bisnis harus GASPOL! 🚀 Live promo Indibiz KTI di TikTok! 🗓 Kamis, 11 Des | ⏰ 15.00 WITA 📱 @indibiz.kti  Rebutan promo & giveaway LinkAja! 👀💸 #FYP #LiveTikTok #Indibiz https://t.co/VoGZkpS7su";"female";"Malang";"";"@indibiz";"mention"
"dewifor99";"11/12/2025 11.14.08";"neutral";"'🔥 Akhir tahun? Jangan slow—bisnis harus GASPOL! 🚀 Live promo Indibiz KTI di TikTok! 🗓 Kamis, 11 Des | ⏰ 15.00 WITA 📱 @indibiz.kti  Rebutan promo & giveaway LinkAja! 👀💸 #FYP #LiveTikTok #Indibiz https://t.co/VoGZkpS7su";"female";"Malang";"";"@indibiz";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@indibiz_borneo";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@darafatika_";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@woodymolky48";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@elylsian";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@indibiz_borneo";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@squashdel";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@sharlinkey25_";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@Naelsha07";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@indibiz_borneo";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@squashdel";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@sharlinkey25_";"mention"
"yourtami97";"11/12/2025 11.13.00";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @squashdel  @sharlinkey25_  @Naelsha07";"";"Jakarta";"";"@Naelsha07";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@indibiz_borneo";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@darafatika_";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@woodymolky48";"mention"
"yourtami97";"11/12/2025 11.13.11";"neutral";"'@indibiz_borneo B, A, C ✓ #Indibiz #IndibizBorneo #IndibizKalbar  Ikutan juga yuk @darafatika_   @woodymolky48   @elylsian";"";"Jakarta";"";"@elylsian";"mention"
"adevavade";"11/12/2025 11.01.08";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @_Kun91 @mahdalinadina28 @Martha_pvk1";"male";"Sabang hingga Merauke ";"";"@Indibiz_ID";"mention"
"adevavade";"11/12/2025 11.01.08";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @_Kun91 @mahdalinadina28 @Martha_pvk1";"male";"Sabang hingga Merauke ";"";"@_Kun91";"mention"
"adevavade";"11/12/2025 11.01.08";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @_Kun91 @mahdalinadina28 @Martha_pvk1";"male";"Sabang hingga Merauke ";"";"@mahdalinadina28";"mention"
"adevavade";"11/12/2025 11.01.08";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @_Kun91 @mahdalinadina28 @Martha_pvk1";"male";"Sabang hingga Merauke ";"";"@Martha_pvk1";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@cimolmilky";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@elylsian";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@myuzzzzzz";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@afnirahma98";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@ArgentianaA";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@AnitaAnwar_";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kxxclypii_";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kireifeline";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kalulutmeratus";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kxxclypii_";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kireifeline";"mention"
"piscvely";"11/12/2025 10.52.23";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @kxxclypii_  @kireifeline  @kalulutmeratus   Semoga beruntung 💖✨️";"";"Jakarta";"";"@kalulutmeratus";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@indibiz_borneo";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@piscvely";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@afnirahma98";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@squashdel";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@cimolmilky";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@elylsian";"mention"
"piscvely";"11/12/2025 10.52.59";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @cimolmilky   @elylsian   @myuzzzzzz    Semoga beruntung 💖✨️";"";"Jakarta";"";"@myuzzzzzz";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@indibiz_borneo";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@afnirahma98";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@ArgentianaA";"mention"
"piscvely";"11/12/2025 10.52.43";"neutral";"'@indibiz_borneo B, A, C ✔️ #Indibiz #IndibizBorneo #IndibizKalbar  Yuk ikutan! @afnirahma98   @ArgentianaA   @AnitaAnwar_    Semoga beruntung 💖✨️";"";"Jakarta";"";"@AnitaAnwar_";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@indibiz_borneo";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@piscvely";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@afnirahma98";"mention"
"kxxclypii_";"11/12/2025 10.43.18";"neutral";"'@indibiz_borneo B, A, C  #Indibiz  #IndibizBorneo #IndibizKalbar  Ikutan yuk  @piscvely  @afnirahma98  @squashdel";"";"";"";"@squashdel";"mention"
"Wiindaa_16";"11/12/2025 09.59.10";"neutral";"'@Indibiz_ID Jawabannya : 👉 A. Pijar Sekolah   #IndibizID  Yuk ikutan! @kxxclypii_  @AyuKaidah  @dee_wiwien   Sukses selalu yaa @Indibiz_ID 🫶 Semoga beruntung ✨️";"female";"indonesia ";"";"@Indibiz_ID";"mention"
"Wiindaa_16";"11/12/2025 09.59.10";"neutral";"'@Indibiz_ID Jawabannya : 👉 A. Pijar Sekolah   #IndibizID  Yuk ikutan! @kxxclypii_  @AyuKaidah  @dee_wiwien   Sukses selalu yaa @Indibiz_ID 🫶 Semoga beruntung ✨️";"female";"indonesia ";"";"@kxxclypii_";"mention"
"Wiindaa_16";"11/12/2025 09.59.10";"neutral";"'@Indibiz_ID Jawabannya : 👉 A. Pijar Sekolah   #IndibizID  Yuk ikutan! @kxxclypii_  @AyuKaidah  @dee_wiwien   Sukses selalu yaa @Indibiz_ID 🫶 Semoga beruntung ✨️";"female";"indonesia ";"";"@AyuKaidah";"mention"
"Wiindaa_16";"11/12/2025 09.59.10";"neutral";"'@Indibiz_ID Jawabannya : 👉 A. Pijar Sekolah   #IndibizID  Yuk ikutan! @kxxclypii_  @AyuKaidah  @dee_wiwien   Sukses selalu yaa @Indibiz_ID 🫶 Semoga beruntung ✨️";"female";"indonesia ";"";"@dee_wiwien";"mention"
"Wiindaa_16";"11/12/2025 09.59.10";"neutral";"'@Indibiz_ID Jawabannya : 👉 A. Pijar Sekolah   #IndibizID  Yuk ikutan! @kxxclypii_  @AyuKaidah  @dee_wiwien   Sukses selalu yaa @Indibiz_ID 🫶 Semoga beruntung ✨️";"female";"indonesia ";"";"@Indibiz_ID";"mention"
"adevavade";"11/12/2025 09.52.45";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @AyuKaidah @nagit_a @aligalendo_";"male";"Sabang hingga Merauke ";"";"@Indibiz_ID";"mention"
"adevavade";"11/12/2025 09.52.45";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @AyuKaidah @nagit_a @aligalendo_";"male";"Sabang hingga Merauke ";"";"@AyuKaidah";"mention"
"adevavade";"11/12/2025 09.52.45";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @AyuKaidah @nagit_a @aligalendo_";"male";"Sabang hingga Merauke ";"";"@nagit_a";"mention"
"adevavade";"11/12/2025 09.52.45";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @AyuKaidah @nagit_a @aligalendo_";"male";"Sabang hingga Merauke ";"";"@aligalendo_";"mention"
"adevavade";"11/12/2025 10.24.28";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @ameliawy26 @nauuqi8e56909 @renovachoandy";"male";"Sabang hingga Merauke ";"";"@Indibiz_ID";"mention"
"adevavade";"11/12/2025 10.24.28";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @ameliawy26 @nauuqi8e56909 @renovachoandy";"male";"Sabang hingga Merauke ";"";"@ameliawy26";"mention"
"adevavade";"11/12/2025 10.24.28";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @ameliawy26 @nauuqi8e56909 @renovachoandy";"male";"Sabang hingga Merauke ";"";"@nauuqi8e56909";"mention"
"adevavade";"11/12/2025 10.24.28";"neutral";"'@Indibiz_ID A.Pijar Sekolah #IndibizID  @ameliawy26 @nauuqi8e56909 @renovachoandy";"male";"Sabang hingga Merauke ";"";"@renovachoandy";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@Indibizkti";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@syifaputrili";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@bayipatrik";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@anindaisty";"mention"
"hanjeli_";"11/12/2025 04.14.32";"neutral";"'@Indibizkti Jawabannya: OCA BLAST   Yuk ikutan 🥳 @Wiindaa_16  @rizkyarum92  @TunisaSyif2569   #indibizkti #indibiz #ciptakanpeluangwujudkanharapan";"female";"Bogor, Jawa Barat";"";"@Indibizkti";"mention"
"hanjeli_";"11/12/2025 04.14.32";"neutral";"'@Indibizkti Jawabannya: OCA BLAST   Yuk ikutan 🥳 @Wiindaa_16  @rizkyarum92  @TunisaSyif2569   #indibizkti #indibiz #ciptakanpeluangwujudkanharapan";"female";"Bogor, Jawa Barat";"";"@Wiindaa_16";"mention"
"hanjeli_";"11/12/2025 04.14.32";"neutral";"'@Indibizkti Jawabannya: OCA BLAST   Yuk ikutan 🥳 @Wiindaa_16  @rizkyarum92  @TunisaSyif2569   #indibizkti #indibiz #ciptakanpeluangwujudkanharapan";"female";"Bogor, Jawa Barat";"";"@rizkyarum92";"mention"
"hanjeli_";"11/12/2025 04.14.32";"neutral";"'@Indibizkti Jawabannya: OCA BLAST   Yuk ikutan 🥳 @Wiindaa_16  @rizkyarum92  @TunisaSyif2569   #indibizkti #indibiz #ciptakanpeluangwujudkanharapan";"female";"Bogor, Jawa Barat";"";"@TunisaSyif2569";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@Indibizkti";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@syifaputrili";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@bayipatrik";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@anindaisty";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@indibiz_borneo";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@kangpep";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@hermavvan";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@Jsetya_";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@Indibizkti";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@syifaputrili";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@bayipatrik";"mention"
"AngraenSety";"11/12/2025 09.35.42";"neutral";"'@Indibizkti OCA BLAST  #indibizkti #indibiz #ciptakanpeluangwujudkanharapan @syifaputrili  @bayipatrik  @anindaisty";"";"";"";"@anindaisty";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@indibiz_borneo";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@kangpep";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@hermavvan";"mention"
"iDay4G";"11/12/2025 09.23.59";"neutral";"'@indibiz_borneo B, A, C #Indibiz #IndibizBorneo #IndibizKalbar @kangpep @hermavvan @Jsetya_";"";"BSD City";"";"@Jsetya_";"mention"
