rank,username,followers,degree_centrality,in_degree,out_degree,is_brand
418,@raihanafr__,0,0.00011707545513083183,4,0,False
419,@sky_ter,0,0.00011707545513083183,4,0,False
420,@taecsan,0,0.00011707545513083183,4,0,False
421,@yellowieee,0,0.00011707545513083183,4,0,False
422,@poconxg,0,0.00011707545513083183,4,0,False
423,@oigwdisini,0,0.00011707545513083183,4,0,False
424,@dindaprad,0,0.00011707545513083183,4,0,False
425,@youtube,0,0.00011707545513083183,4,0,False
426,@zeusszz1,0,0.00011707545513083183,4,0,False
427,@veescoria,0,0.00011707545513083183,4,0,False
428,@pesut_terbang,0,0.00011707545513083183,4,0,False
429,@detikcom,0,0.00011707545513083183,4,0,False
430,@gu_staiz,0,0.00011707545513083183,4,0,False
431,@lvyeev,0,0.00011707545513083183,4,0,False
432,@chloryintanm,0,0.00011707545513083183,4,0,False
433,@marxzzz04,0,0.00011707545513083183,4,0,False
434,@felixsgl1,0,0.00011707545513083183,4,0,False
435,@suyono_novi,0,0.00011707545513083183,4,0,False
436,@haechanahah_,0,0.00011707545513083183,4,0,False
437,@danantara_ri,0,0.00011707545513083183,4,0,False
438,@kucengterbanggg,0,0.00011707545513083183,4,0,False
439,@nengdwicahya,0,0.00011707545513083183,4,0,False
440,@jvrabgl,0,0.00011707545513083183,4,0,False
441,@ahmad_bellamy,0,0.00011707545513083183,4,0,False
442,@bpkn_ri,0,0.00011707545513083183,4,0,False
443,@spiritalters,0,0.00011707545513083183,4,0,False
444,@elkio,0,0.00011707545513083183,4,0,False
445,@gilnotgeel,0,0.00011707545513083183,4,0,False
446,@munvess,0,0.00011707545513083183,4,0,False
447,@riouumen,0,0.00011707545513083183,4,0,False
448,@seungfinity,0,0.00011707545513083183,4,0,False
449,@leowsgcl,0,0.00011707545513083183,4,0,False
450,@oourpaths,0,0.00011707545513083183,4,0,False
451,@metro_tv,0,0.00011707545513083183,4,0,False
452,@youare_aries,0,0.00011707545513083183,4,0,False
453,@r_kdhimas,0,0.00011707545513083183,4,0,False
454,@nyaptianyap,0,0.00011707545513083183,4,0,False
455,@msrul_,0,0.00011707545513083183,4,0,False
456,@_seokjinnnn,0,0.00011707545513083183,4,0,False
457,@ask_axis,0,0.00011707545513083183,4,0,False
458,@telkomsolution,0,0.00011707545513083183,4,0,False
459,@lina_cryptoa,0,0.00011707545513083183,4,0,False
460,@anyonehungry,0,0.00011707545513083183,4,0,False
461,@monoxrom_,0,0.00011707545513083183,4,0,False
462,@zxzxnunaa,0,0.00011707545513083183,4,0,False
463,@liss_hee,0,0.00011707545513083183,4,0,False
464,@rizkyarum92,0,0.00011707545513083183,4,0,False
465,@starlleshrin,0,0.00011707545513083183,4,0,False
466,@kissfrombby,0,0.00011707545513083183,4,0,False
467,@anubeis,0,0.00011707545513083183,4,0,False
468,@orangecottonsky,0,0.00011707545513083183,4,0,False
469,@zoelfick,0,0.00011707545513083183,4,0,False
470,@frmz04_,0,0.00011707545513083183,4,0,False
471,@muhammad_labib,0,0.00011707545513083183,4,0,False
472,@astajiro_,0,0.00011707545513083183,4,0,False
473,@rfnsvl,0,0.00011707545513083183,4,0,False
474,@faishlr,0,0.00011707545513083183,4,0,False
475,@kuacisedap2,0,0.00011707545513083183,4,0,False
476,@konatsu_aoha2,0,0.00011707545513083183,4,0,False
477,@dudestinyy,0,0.00011707545513083183,4,0,False
478,@oreo_frapp,0,0.00011707545513083183,4,0,False
479,@1_11v1f4,0,0.00011707545513083183,4,0,False
480,@smgmenfess,0,0.00011707545513083183,4,0,False
481,@gielvandanu,0,0.00011707545513083183,4,0,False
482,@seey0ubaby,0,0.00011707545513083183,4,0,False
483,@akibatseni,0,0.00011707545513083183,4,0,False
484,eldodys,0,0.00011707545513083183,3,1,False
485,gyuwonnist,0,0.00011707545513083183,2,2,False
486,taufiqfajar,0,0.00011707545513083183,2,2,False
487,imagesbleues,0,0.00011707545513083183,2,2,False
488,hakimsrg,0,0.00011707545513083183,1,3,False
489,uerecca,0,0.00011707545513083183,1,3,False
490,futebolstore2,0,0.00011707545513083183,1,3,False
491,akbnouval,0,0.00011707545513083183,1,3,False
